	SWPV2_iflood	SWPV2_etss	SWPV2_estofs	SWPV2_unbiasedEtss	SWPV2_cbofs	SWPV2_ensemble	APAM2_iflood	APAM2_etss	APAM2_estofs	APAM2_unbiasedEtss	APAM2_cbofs	APAM2_ensemble	SLIM2_iflood	SLIM2_etss	SLIM2_estofs	SLIM2_unbiasedEtss	SLIM2_cbofs	SLIM2_ensemble	WASD2_iflood	WASD2_etss	WASD2_estofs	WASD2_unbiasedEtss	BISM2_iflood	BISM2_etss	BISM2_estofs	BISM2_unbiasedEtss	BISM2_cbofs	BISM2_ensemble	KPTV2_iflood	KPTV2_etss	KPTV2_estofs	KPTV2_unbiasedEtss	KPTV2_cbofs	KPTV2_ensemble	BLTM2_iflood	BLTM2_etss	BLTM2_estofs	BLTM2_unbiasedEtss	BLTM2_cbofs	BLTM2_ensemble
2018-09-25 13:00:00	-0.6199932649895996	-0.004999999999999893	-0.7429999999999999		0.2873203366518027	-0.27016823208444896	-1.5370750113417	-0.0050000000000003375	-1.124	-1.2550000000000003	-0.1021502037181854	-0.6920563037649718	-1.16474421379043	0.0	-0.8490000000000002	-1.22	0.018996318420887004	-0.4986869738423858	-2.1235960993871994	0.003000000000001002	-1.7939999999999996	-1.6069999999999993	-0.92165129395653	-0.004000000000000226	-0.8250000000000002	-1.0340000000000003	-0.2532284173786641	-0.5009699278337985	-0.3842261653566994	0.0030000000000001137	-0.6360000000000001	-1.2469999999999999	0.3914218229174615	-0.1564510856098087	-1.5620520926105999	0.0019999999999997797	-1.0070000000000001	-1.2080000000000002	0.054335517572403624	-0.628179143759549
2018-09-25 14:00:00	-0.5879947245145001	-0.004999999999999893	-0.7439999999999998		0.028380135905742954	-0.32715364715219053	-1.4540728426223	-0.0040000000000000036	-1.074	-1.254	-0.1396279528870581	-0.6679251988773394	-1.0370896703438697	-0.0009999999999998899	-0.7389999999999999	-1.2209999999999999	0.17755441441249875	-0.3998838139828429	-1.9178792245532001	-0.001000000000000334	-2.1200000000000006	-1.6110000000000007	-0.8169191756221901	0.0019999999999997797	-0.7080000000000002	-1.0280000000000002	-0.0146658926427361	-0.38439626706623176	-0.32876960828479973	0.0039999999999995595	-0.6550000000000002	-1.2460000000000004	0.22090569151639805	-0.18971597919210215	-1.5408062703437997	0.0019999999999997797	-1.0270000000000001	-1.2080000000000002	0.0038286955823902957	-0.6404943936903522
2018-09-25 15:00:00	-0.7516331385173998	0.001000000000000334	-0.7759999999999998		-0.22121435468196804	-0.4369618732998415	-1.4248556985114098	-0.0009999999999998899	-1.04	-1.251	-0.146737728758096	-0.6531483568173764	-0.9643650286432999	0.004999999999999893	-0.675	-1.215	0.30248303981733304	-0.33297049720649197	-1.8368124039547005	0.0030000000000001137	-2.165	-1.6070000000000002	-0.7518807345018999	0.0019999999999997797	-0.6669999999999998	-1.0280000000000002	0.23194939147233962	-0.29623283575739023	-0.6701223185795002	-0.004000000000000448	-0.6610000000000005	-1.2540000000000004	0.15832636762857355	-0.2941989877377318	-1.5090564924803	0.0019999999999997797	-1.027	-1.2080000000000002	-0.11097517098283749	-0.6612579158657845
2018-09-25 16:00:00	-0.9610533731078998	0.0019999999999997797	-0.798		-0.30373922299146683	-0.5151981490248416	-1.34327358652773	-0.0009999999999998899	-0.9790000000000003	-1.251	-0.08261668370509145	-0.6014725675582053	-0.9983842854079998	-0.0009999999999998899	-0.7490000000000001	-1.2209999999999999	0.30289883597803113	-0.3613713623574917	-1.7661736702279995	-0.007000000000000117	-1.8940000000000001	-1.617	-0.7578383539763003	-0.0050000000000003375	-0.742	-1.0350000000000006	0.40958105509281184	-0.2738143247208722	-0.4738663639199996	0.0040000000000000036	-0.6160000000000001	-1.246	0.19608914787769338	-0.22244430401057658	-1.5350542087061398	-0.0050000000000003375	-1.044	-1.2150000000000003	-0.24908652581071822	-0.7082851836292148
2018-09-25 17:00:00	-0.9331524252274002	-0.1200000000000001	-0.8170000000000002		-0.3545426875829696	-0.556173778202592	-1.2781293413626003	-0.08899999999999997	-0.9280000000000002	-1.339	-0.04120454461717582	-0.5840834714949443	-1.086574175049	-0.026000000000000245	-0.831	-1.2460000000000002	0.33416273494672755	-0.4023528600255686	-1.67929716173942	-0.19899999999999984	-1.5739999999999998	-1.809	-0.8931400817179997	-0.0019999999999997797	-0.8949999999999996	-1.032	0.34318343936204965	-0.3617391605889875	-0.64581347392427	-0.06999999999999984	-0.6339999999999999	-1.3199999999999998	0.23931051943898218	-0.2776257386213219	-1.4860278721833	-0.06999999999999984	-0.96	-1.2799999999999998	-0.2835645468363759	-0.6998981047549189
2018-09-25 18:00:00	-0.9032514442986499	-0.12400000000000011	-0.7510000000000001		-0.3459897118240596	-0.5310602890306773	-1.2476707641006	-0.1629999999999998	-0.931	-1.4129999999999998	-0.0036827861204149492	-0.5863383875552537	-1.1453058197228998	-0.08999999999999986	-0.9169999999999998	-1.3099999999999998	0.27836000659179705	-0.4684864532827757	-1.5822357386445203	-0.351	-1.2870000000000001	-1.961	-1.0605377107615994	-0.019000000000000128	-0.9979999999999998	-1.0490000000000004	0.12906638442278018	-0.4871178315847051	-0.3573511511545797	-0.12799999999999967	-0.6069999999999998	-1.3779999999999997	0.3157817735195163	-0.19414234440876554	-1.2789242517129498	-0.08300000000000018	-0.7849999999999999	-1.2930000000000001	-0.1900334433743951	-0.5842394237718365
2018-09-25 19:00:00	-0.6237993931168497	-0.17999999999999972	-0.7189999999999999		-0.2109050375103949	-0.43342610765681133	-1.2553045659191997	-0.1479999999999997	-0.9279999999999999	-1.3979999999999997	0.10591837667083714	-0.5563465473120903	-1.2569410160147996	-0.1379999999999999	-0.9460000000000002	-1.358	0.13302295627307936	-0.5519795149354305	-1.52373037616804	-0.31099999999999994	-0.7290000000000001	-1.921	-1.1522528517986	-0.07299999999999995	-0.9889999999999999	-1.1030000000000002	-0.12674408317804264	-0.5852492337441602	-0.22954464547253028	-0.16199999999999992	-0.5800000000000001	-1.412	0.3599262834906576	-0.15290459049546823	-1.1087193341377997	-0.11199999999999966	-0.6309999999999998	-1.3219999999999996	0.04612638153338455	-0.4513982381511039
2018-09-25 20:00:00	-0.49246262733640966	-0.17099999999999982	-0.696		0.022624759045243303	-0.33420946707279153	-1.2553722509713	-0.14300000000000024	-0.9279999999999999	-1.3930000000000002	0.14938863609886166	-0.5442459037181098	-1.2378710839970002	-0.17200000000000015	-0.9239999999999999	-1.3920000000000001	-0.007935092010974198	-0.5854515440019941	-1.4207123948676998	-0.24499999999999966	0.21700000000000008	-1.8549999999999998	-1.0658244685659994	-0.09999999999999964	-0.8929999999999998	-1.13	-0.29679678840637225	-0.5889053142430924	0.1517065092243799	-0.04400000000000004	-0.42000000000000015	-1.294	0.514504271697998	0.0505526952305948	-1.0732131887177998	-0.18199999999999994	-0.5880000000000001	-1.392	0.2297831249108322	-0.4033575159517415
2018-09-25 21:00:00	-0.33555681556782013	-0.15300000000000002	-0.6890000000000001		0.23756349871754656	-0.23499832921256836	-1.2237100113255996	-0.1339999999999999	-0.8959999999999999	-1.384	0.14326312838649713	-0.5276117207347757	-1.2906698195601	-0.20900000000000007	-0.94	-1.429	-0.12100171039390561	-0.6401678824885013	-1.1113071697741996	-0.11899999999999977	0.6659999999999999	-1.7289999999999999	-1.1737885108482997	-0.16699999999999982	-0.935	-1.197	-0.43757090444564817	-0.6783398538234868	-0.1807072019442204	-0.062000000000000055	-0.4520000000000002	-1.312	0.5416479469656943	-0.03826481374463131	-1.0362957277984002	-0.19300000000000006	-0.6000000000000001	-1.403	0.4040622181763651	-0.3563083774055089
2018-09-25 22:00:00	-0.66110115102449	-0.1990000000000003	-0.7190000000000003		0.4050170670866966	-0.2935210209844481	-1.239922009902	-0.14300000000000024	-0.8879999999999999	-1.3930000000000002	0.1003337560758597	-0.5426470634565352	-1.2923511226636	-0.3179999999999996	-1.0239999999999998	-1.5379999999999996	-0.2125813798694609	-0.7117331256332653	-1.3929800100808998	-0.23899999999999988	0.08400000000000007	-1.849	-1.178760884994	-0.2879999999999998	-1.0569999999999997	-1.3179999999999998	-0.5402072355568408	-0.7659920301377108	-0.1390858692789001	-0.08900000000000041	-0.44000000000000017	-1.3390000000000004	0.6345092378973964	-0.008394157845375894	-1.0833165352755993	-0.22199999999999998	-0.6589999999999998	-1.432	0.4193319865932472	-0.38624613717058764
2018-09-25 23:00:00	-0.4093144369510995	-0.16100000000000003	-0.6299999999999999		0.556996441435814	-0.1608294988788206	-1.2815517908130998	-0.1499999999999999	-0.8879999999999999	-1.4	0.0498933741912837	-0.567414604155454	-1.1615019446084003	-0.2370000000000001	-0.9150000000000003	-1.457	-0.21795304454255104	-0.6328637472877379	-1.8399348023086994	-0.31099999999999994	-0.7169999999999996	-1.9210000000000003	-1.0542411233932398	-0.3320000000000003	-1.0170000000000001	-1.3620000000000003	-0.5325784462809562	-0.7339548924185493	0.08238507675320017	-0.031999999999999584	-0.34299999999999997	-1.2819999999999996	0.737868345272541	0.11131335550643584	-1.1075628263175994	-0.22899999999999965	-0.6919999999999997	-1.4389999999999996	0.3868198325505259	-0.4104357484417678
2018-09-26 00:00:00	-0.42245290539900004	-0.11399999999999988	-0.5939999999999999		0.5860585644960401	-0.13609858522573992	-1.2435327025193	-0.18999999999999995	-0.907	-1.44	-0.01759968913936616	-0.5895330979146669	-1.0064105663803	-0.2799999999999998	-0.8259999999999998	-1.4999999999999998	-0.2040179073302748	-0.579107118427644	-1.9845091400098998	-0.2599999999999998	-1.1509999999999998	-1.87	-0.88859005066271	-0.3979999999999999	-0.9079999999999999	-1.428	-0.5233984435617924	-0.6794971235561256	-0.023226834264399976	-0.11500000000000021	-0.43500000000000005	-1.3650000000000002	0.6573706751585013	0.021035960223525052	-1.1202224672565997	-0.22599999999999998	-0.6819999999999999	-1.436	0.2816229712834355	-0.4366498739932916
