	SWPV2_iflood	SWPV2_etss	SWPV2_estofs	SWPV2_unbiasedEtss	SWPV2_cbofs	SWPV2_ensemble	APAM2_iflood	APAM2_etss	APAM2_estofs	APAM2_unbiasedEtss	APAM2_cbofs	APAM2_ensemble	SLIM2_iflood	SLIM2_etss	SLIM2_estofs	SLIM2_unbiasedEtss	SLIM2_cbofs	SLIM2_ensemble	WASD2_iflood	WASD2_etss	WASD2_estofs	WASD2_unbiasedEtss	BISM2_iflood	BISM2_etss	BISM2_estofs	BISM2_unbiasedEtss	BISM2_cbofs	BISM2_ensemble	KPTV2_iflood	KPTV2_etss	KPTV2_estofs	KPTV2_unbiasedEtss	KPTV2_cbofs	KPTV2_ensemble	BLTM2_iflood	BLTM2_etss	BLTM2_estofs	BLTM2_unbiasedEtss	BLTM2_cbofs	BLTM2_ensemble
2018-09-26 01:00:00	-0.37029142808839977	-0.12700000000000022	-0.6390000000000002		0.46810060609579107	-0.16704770549815207	-1.2271873576634	-0.29499999999999993	-0.9260000000000002	-1.545	-0.1481133744254115	-0.6490751830222035	-0.8653122644795996	-0.2469999999999999	-0.6659999999999999	-1.4669999999999999	-0.07777504298973081	-0.4640218268673322	-1.9396188479200998	-0.24600000000000044	-1.4680000000000004	-1.8560000000000008	-0.7612319692767298	-0.4229999999999998	-0.7569999999999999	-1.4529999999999998	-0.47199180993139755	-0.6033059448020315	-0.15720570041509951	-0.20800000000000018	-0.5669999999999997	-1.4580000000000002	0.48934329385757547	-0.11071560163938088	-1.1901487525687995	-0.2889999999999997	-0.7469999999999999	-1.4989999999999997	0.08347898440265666	-0.5356674420415355
2018-09-26 02:00:00	-0.48912218701400034	-0.16800000000000015	-0.6880000000000002		0.1849472425103178	-0.2900437361259218	-1.1795779318338	-0.3879999999999999	-0.9219999999999999	-1.638	-0.24635826916837678	-0.6839840502505439	-0.6603660652248	-0.2400000000000002	-0.5470000000000002	-1.4600000000000002	0.020613464078426347	-0.3566881502865935	-1.8484239289474003	-0.32899999999999974	-1.834	-1.939	-0.4960198711388999	-0.4249999999999998	-0.623	-1.4549999999999998	-0.3242175472795963	-0.467059354604624	-0.13978023200639988	-0.22500000000000053	-0.5789999999999997	-1.4750000000000005	0.37798177446126857	-0.1414496143862829	-1.1788901396143001	-0.3530000000000002	-0.7930000000000001	-1.5630000000000002	-0.04125724370574968	-0.5915368458300128
2018-09-26 03:00:00	-0.43691733295330026	-0.19500000000000028	-0.7120000000000002		-0.07125837616920361	-0.35379392728062653	-1.0809650257979002	-0.3879999999999999	-0.8500000000000001	-1.638	-0.22161080367708186	-0.6351439573687456	-0.47264542294700007	-0.2599999999999998	-0.45799999999999996	-1.4799999999999998	0.1991573827476505	-0.24787201004983683	-1.8679870722774994	-0.3649999999999993	-2.0729999999999995	-1.9749999999999996	-0.29424750812369993	-0.47199999999999975	-0.5209999999999999	-1.5019999999999998	-0.06026974127888707	-0.33687931235064683	-0.1532676525839003	-0.2120000000000002	-0.544	-1.4620000000000002	0.3200565582633015	-0.14730277358014954	-1.1732022228812002	-0.43199999999999994	-0.8069999999999999	-1.642	-0.1110549285540583	-0.630814287858815
2018-09-26 04:00:00	-0.6422598168390001	-0.25	-0.738		-0.24349490087032333	-0.4684386794273312	-0.8975060523033997	-0.3719999999999999	-0.7469999999999999	-1.6219999999999999	-0.15103794853234254	-0.5418860002089356	-0.5477032395471997	-0.46399999999999997	-0.5190000000000001	-1.684	0.24176829036188163	-0.32223373729632954	-1.8332111659139998	-0.47699999999999987	-1.915	-2.0869999999999997	-0.2833915091358006	-0.4800000000000004	-0.536	-1.5100000000000005	0.22742731248140302	-0.2679910491635997	-0.33346465800459946	-0.28500000000000014	-0.569	-1.5350000000000001	0.22297891457080876	-0.24112143585844814	-1.1320197299176997	-0.5019999999999998	-0.8169999999999997	-1.7119999999999997	-0.2397561829814907	-0.6726939782247974
2018-09-26 05:00:00	-0.6825267279531997	-0.2809999999999997	-0.7439999999999998		-0.34055089064240374	-0.512019404648901	-0.7541491395524997	-0.3819999999999997	-0.7099999999999997	-1.6319999999999997	-0.10701379619383777	-0.4882907339365843	-0.6422870451613996	-0.43500000000000005	-0.6069999999999998	-1.655	0.2867414194555291	-0.349386406426468	-1.7386184220262004	-0.4969999999999999	-1.6	-2.107	-0.45744180133180024	-0.40700000000000003	-0.6550000000000002	-1.437	0.3813170549154288	-0.2845311866040934	-0.1853892105010999	-0.246	-0.5339999999999998	-1.496	0.2910145722746851	-0.16859365955660355	-1.0789126362833	-0.4490000000000003	-0.7610000000000001	-1.6590000000000003	-0.3370388720164299	-0.6564878770749325
2018-09-26 06:00:00	-0.5747686740838001	-0.25100000000000033	-0.6650000000000003		-0.3724432015448804	-0.46580296890717054	-0.6914923037634002	-0.40100000000000025	-0.7040000000000002	-1.6510000000000002	-0.05450393561863942	-0.4627490598455102	-0.7007298293803998	-0.4249999999999998	-0.7130000000000001	-1.6449999999999998	0.306580848953248	-0.3830372451067885	-1.6134304582171397	-0.6080000000000001	-1.3199999999999998	-2.218	-0.6576651923223	-0.3480000000000003	-0.81	-1.3780000000000006	0.29485909872055016	-0.38020152340043767	-0.01270731467696029	-0.17300000000000004	-0.41300000000000003	-1.423	0.4291581652879719	-0.04238728734724684	-0.8321869763390999	-0.35899999999999976	-0.627	-1.5689999999999997	-0.32998491145467757	-0.5370429719484444
2018-09-26 07:00:00	-0.33154697455413973	-0.17599999999999993	-0.542		-0.24643181203603737	-0.32399469664754443	-0.6921414330430997	-0.33999999999999986	-0.6819999999999999	-1.5899999999999999	0.052137769268513434	-0.41550091594364646	-0.8066476958679001	-0.4200000000000004	-0.794	-1.6400000000000003	0.2170344098420145	-0.4509033215064715	-1.533773626903341	-0.6720000000000002	-0.9580000000000002	-2.282	-0.7340039057862997	-0.3240000000000003	-0.843	-1.354	0.07481918911933949	-0.45654617916674045	0.20065824978877012	-0.07199999999999984	-0.272	-1.3219999999999998	0.5190452051524073	0.09392586373529443	-0.5582348254211	-0.26700000000000035	-0.4440000000000002	-1.4770000000000003	-0.1284039987454415	-0.34940970604163546
2018-09-26 08:00:00	-0.2932944288127002	-0.15700000000000025	-0.544		-0.0317959557577967	-0.2565225961426243	-0.6628078662120997	-0.266	-0.6790000000000003	-1.516	0.17271390257930808	-0.3587734909081979	-0.8368756945515003	-0.3730000000000002	-0.8050000000000002	-1.5930000000000002	0.06046461983633078	-0.48860276867879193	-1.3877216269103498	-0.6279999999999997	-0.17200000000000015	-2.2379999999999995	-0.6841038799316999	-0.27900000000000036	-0.7730000000000001	-1.3090000000000006	-0.14380431146621708	-0.4699770478494796	0.18083419321210004	-0.133	-0.258	-1.383	0.49412907178029375	0.07099081624809855	-0.430673790877	-0.22599999999999998	-0.31300000000000017	-1.436	0.1423562605252271	-0.20682938258794303
2018-09-26 09:00:00	-0.3242379762103802	-0.29100000000000015	-0.673		0.008474585254490297	-0.31994084773897247	-0.6214208615692001	-0.2030000000000003	-0.6470000000000002	-1.4530000000000003	0.2644120401606562	-0.30175220535213576	-0.8426356401851995	-0.32099999999999973	-0.8220000000000001	-1.5409999999999997	-0.05995907000589318	-0.5113986775477732	-0.8279401757815998	-0.44399999999999995	0.6400000000000001	-2.0540000000000003	-0.6943966963369999	-0.254	-0.786	-1.284	-0.31963748813867543	-0.5135085461189188	0.07980923971147025	-0.13400000000000012	-0.371	-1.3840000000000001	0.4224962064426394	-0.0006736384614727253	-0.40840781530430004	-0.23100000000000032	-0.3280000000000003	-1.4410000000000003	0.3247690315713889	-0.16065969593322782
2018-09-26 10:00:00	-0.36130241376442473	-0.21899999999999986	-0.6779999999999999		0.26448651766479037	-0.24845397402490832	-0.6638362011527996	-0.2869999999999995	-0.6479999999999997	-1.5369999999999995	0.22316891388750149	-0.343916821816324	-0.8363034240206002	-0.2929999999999997	-0.8359999999999999	-1.5129999999999997	-0.12736890695381176	-0.5231680827436032	-0.6885383642880001	-0.3520000000000003	0.5509999999999997	-1.9620000000000004	-0.6844616394924996	-0.246	-0.8169999999999997	-1.276	-0.41286744321584656	-0.5400822706770865	-0.03631935887086013	-0.03500000000000014	-0.3470000000000002	-1.2850000000000001	0.5265436454683536	0.02705607164937307	-0.45884750249329986	-0.242	-0.3839999999999999	-1.452	0.48490253631973257	-0.14998624154339169
2018-09-26 11:00:00	-0.40311540026019976	-0.1549999999999998	-0.6219999999999999		0.46591434599161197	-0.1785502635671472	-0.6999521238788997	-0.26599999999999957	-0.6919999999999997	-1.5159999999999996	0.16697610943174368	-0.37274400361178905	-0.7120862647613999	-0.25	-0.7250000000000001	-1.47	-0.14173661325263964	-0.45720571950350997	-1.1699215526616995	-0.4580000000000002	-0.2829999999999999	-2.0680000000000005	-0.5951866485595998	-0.258	-0.7539999999999998	-1.288	-0.4344073961496351	-0.510398511177309	0.1748294255195999	-0.02400000000000002	-0.3120000000000003	-1.274	0.6130181052803994	0.11296188270000007	-0.5015094439804995	-0.21499999999999986	-0.4139999999999997	-1.4249999999999998	0.546365057872773	-0.1460360965269314
2018-09-26 12:00:00	-0.1806977379872996	-0.07099999999999973	-0.5589999999999997		0.5577041038990016	-0.06324840852207458	-0.6641514597909994	-0.2109999999999994	-0.6819999999999999	-1.4609999999999994	0.16087449430084266	-0.3490692413725389	-0.5559262546871997	-0.20199999999999996	-0.567	-1.422	-0.10274416075038895	-0.3569176038593971	-1.4238019127551	-0.3730000000000002	-0.8450000000000002	-1.9830000000000005	-0.4648168109936699	-0.236	-0.599	-1.266	-0.39539005860388277	-0.4238017173993882	0.22919537791459899	-0.016000000000000014	-0.3440000000000003	-1.266	0.6361756906032561	0.12634276712946413	-0.5306819388506003	-0.17800000000000038	-0.45699999999999985	-1.3880000000000003	0.494143683301449	-0.1678845638872879
2018-09-26 13:00:00	-0.23402127863940025	-0.03200000000000003	-0.6059999999999999		0.5262988073945047		-0.6023969372255	-0.21099999999999985	-0.6390000000000002	-1.4609999999999999	0.09094159345483765		-0.40834663143619987	-0.13099999999999978	-0.4249999999999998	-1.3509999999999998	-0.03874547330427136		-1.4202399887141	-0.2649999999999997	-1.2480000000000002	-1.875	-0.35436086898191	-0.21300000000000008	-0.4590000000000001	-1.243	-0.3752866034924984		0.09579497900540002	-0.0040000000000000036	-0.41200000000000037	-1.254	0.6094184861302372		-0.5299935218552996	-0.21700000000000008	-0.4849999999999999	-1.427	0.3803097455968856	
