Datetime(UTC)	SWPV2	APAM2	SLIM2	WASD2	BISM2	KPTV2	BLTM2
2018-09-25 13:00:00	-0.7928463951092416	-1.3808462074110566	-1.0660771988262498	-1.8176657164178402	-0.8669945584227531	-0.4766915135366414	-1.4853201980061816
